詞項 (Word)|詞類(CKIP_POS)|詞頻(Frequency)
眼看著|VE|1
眼球|Na|1
祥|VH|1
祥雲|Na|1
票|Nf|1
票卷|Na|1
票房|Na|1
票選|Nv|1
祭女神|Na|1
祭神|VA|1
移去|VC|1
移民官|Na|1
移民員|Na|1
移走|VC|1
移花接木|VA|1
移過來|VCL|1
笨笨|VH|1
第一手|A|1
第一把交椅|Na|1
第一銀行|Nb|1
第二春|Na|1
第八|Neu|1
第十一|Neu|1
第三十|Neu|1
第三次世界大戰|Nb|1
符號|Na|1
粗線條|VH|1
粗糙|VH|1
統一獅|Nb|1
統一稿|Na|1
統治|Nv|1
統計學|Na|1
統稱|Na|1
統戰|Na|1
統獨|Na|1
紮下|VC|1
細心|VH|1
細皮白肉|VH|1
細細|VH|1
細微|VH|1
細節|Na|1
組工會|Nc|1
組合|VC|1
組別|Na|1
組長|Na|1
組裝|VC|1
累計|VJ|1
累積成|VG|1
終止|VHC|1
終身|D|1
終結|VC|1
終極|VH|1
羞澀|VH|1
習不習慣|VL|1
習以為常|VI|1
習性|Na|1
習慣性|Na|1
聊聊聊聊|VE|1
聊勝於無|VH|1
脫|VC|1
脫下來|VB|1
脫口|D|1
脫不了|VJ|1
脫皮|VA|1
脫困|VA|1
脫身|VH|1
脫隊|VA|1
脫節|Nv|1
莫名|A|1
莫沙|Nb|1
莫沙德|Nb|1
莫斯科|Nc|1
莒光園地|Nb|1
莊敬|Nb|1
莓|Nb|1
莉|Nb|1
處|Na|1
處|Nf|1
處|VC|1
處女地|Na|1
處在|VJ|1
處理好|VC|1
處理完|VC|1
蚵仔麵線|Na|1
蛋白質|Na|1
蚱蜢|Na|1
術|Na|1
術科|Na|1
術語|Na|1
被迫|VL|1
被害者|Na|1
袋|Nf|1
規格|Na|1
規規矩矩|VH|1
規劃好|VC|1
規劃圖|Na|1
訪|VC|1
訪員|Na|1
訪談|Na|1
許|Nb|1
許多|Neqa|1
設計好|VC|1
設計到|VC|1
設計部門|Na|1
設面|Na|1
販賣|VD|1
責任感|Na|1
責問|Nv|1
責罵|VC|1
貨物稅|Na|1
貪小便宜|VH|1
貪心|VH|1
貪官|Na|1
貧富|Na|1
貧窮|VH|1
軟骨|Na|1
軟硬體|Na|1
這一來|Dk|1
這下子|Nd|1
這會兒|Nd|1
這麼說|D|1
這麼樣|Dfa|1
這麼樣|VH|1
這樣話|Na|1
通|Nf|1
通|VJ|1
通化街|Na|1
通知|Na|1
通姦|VA|1
通風|VH|1
通宵|D|1
通訊|Na|1
通貨膨脹|VH|1
通話費|Na|1
通電話|VB|1
通暢|VH|1
通盤|D|1
通緝|VC|1
通霄|Nc|1
通學|Nv|1
通關|VA|1
逗|VC|1
連|Nb|1
連串|VHC|1
連身|A|1
連到|VCL|1
連帶|A|1
連帶|D|1
連接|VJ|1
連累|VJ|1
連載|VC|1
連載式|Na|1
連篇|VH|1
連鎖性|Na|1
連續犯|Na|1
速度感|Na|1
逕|D|1
逞強|VH|1
造型|Na|1
造就造就|VC|1
造景|Na|1
透|Dfb|1
透天|VH|1
透明度|Na|1
透徹|VH|1
途中|Nc|1
部長級|Na|1
部署|VC|1
郭|Nb|1
郭玉鈴|Nb|1
郭李建夫|Nb|1
郭炎土|Nb|1
都市人|Na|1
都市化|VHC|1
都發|Nc|1
都會|D|1
都會區|Nc|1
野|VH|1
野外|Nc|1
野生|A|1
野營|VA|1
釣釣魚|VA|1
閉氣|VA|1
閉眼|VA|1
陪考|VA|1
陳大豐|Nb|1
陳幸妤|Nb|1
陳淑麗|Nb|1
陳婷婷|Nb|1
陸生|VH|1
陸地|Na|1
陰|Na|1
陰陽眼|Na|1
陰影|Na|1
陰霾|Na|1
陶|Na|1
陶藝課|Na|1
陷|VHC|1
陷阱|Na|1
陷到|VC|1
雪地|Na|1
章|Na|1
章節|Na|1
頂|Ncd|1
頂好名店城|Nc|1
頂好惠康|Nb|1
頂好超市|Nb|1
頂級|A|1
頂嘴|VB|1
頂樓|Nc|1
頂點|Ncd|1
魚卵|Na|1
魚餌|Na|1
鳥鳥|Na|1
鳥獸|Na|1
鳥獸散|VA|1
麥加|Nc|1
麻布袋|Na|1
麻煩點|Na|1
唭|FW|1
罣礙|Na|1
傢伙|Na|1
備課|VA|1
備戰|VA|1
傑出|VH|1
傑作|Na|1
傀儡|Na|1
最|Dfb|1
最先|D|1
最初|Nd|1
最恨|Na|1
最愛|Na|1
凱|Nb|1
凱莉|Nb|1
凱凱達格蘭|Nb|1
凱凱達格蘭大道|Nc|1
凱達格蘭|Nb|1
創出|VC|1
創立|VC|1
創造力|Na|1
創傷|Na|1
創新|VC|1
創業維艱|S|1
剩下來|VJ|1
勞|Na|1
勞力士|Nb|1
勞心|VH|1
勞保局|Nc|1
勞保費|Na|1
勞動|VC|1
勞動法|Na|1
勞勞|VF|1
勝|VH|1
勝負|Na|1
博|Na|1
博|VJ|1
博物院|Nc|1
博鬥|VA|1
博愛|VH|1
博覽|VC|1
喀|D|1
喧囂|VA|1
啼笑皆非|VA|1
喊|VE|1
喝喝|VC|1
喝喝茶|VA|1
喝醉酒|VH|1
喂|I|1
喜|VH|1
喜宴|Na|1
喜悅|VH|1
喜餅|Na|1
喜劇類|Na|1
喜歡上|VK|1
喪葬|Na|1
單一|A|1
單人|A|1
單方面|Na|1
單品|Na|1
單單純純|VH|1
單槓|Na|1
單數|Na|1
圍堵|VC|1
圍剿|VC|1
圍繞|VC|1
圍觀|VC|1
場|Na|1
場合|Na|1
場次|Na|1
報一報|Na|1
報上|VC|1
報告|VE|1
報完|VC|1
報得|VC|1
報報|Na|1
報業|Na|1
報酬率|Na|1
報價|VA|1
報關行|Nc|1
壹|Neu|1
壹周刊|Nb|1
壹週刊|Na|1
壺|Nf|1
奠|VC|1
婷|Nb|1
媒介|Na|1
媒體人|Na|1
媒體觀察基金會|Nb|1
媒觀|Na|1
寒|VH|1
寒暄|VB|1
富|VJ|1
富有|VH|1
富基漁港|Nc|1
富庶|VH|1
富強|VH|1
富貴島|Na|1
富裕|VH|1
尊|Na|1
尊龍|Nb|1
尋|VC|1
尋找|VC|1
尋求|VC|1
就近|D|1
就業|Nv|1
就業輔|Na|1
就業輔導中心|Nc|1
就養|VA|1
就學|Nv|1
幾|Da|1
幾|Neqa|1
幾千萬|Neu|1
幾成|Neqa|1
幾百萬幾百萬|Neu|1
幾幾|Neu|1
幾幾百|Neu|1
幾幾萬|Neu|1
幾億|Neu|1
幾樓|Nc|1
幾點|Nd|1
彭|Nb|1
復|D|1
復國|VA|1
復復|D|1
復甦|Nv|1
復興北路|Nc|1
循|P|1
惡夢|Na|1
悲|VH|1
悲情|Na|1
悲劇|Na|1
悶熱|VH|1
惠康超市|Nb|1
惠愛|Nb|1
惶|Nb|1
掌|Na|1
掌控|VC|1
掌控慾|Na|1
掌握住|VC|1
掌權|VA|1
描|VC|1
描出來|VB|1
插嘴|VA|1
提升|Nv|1
提示|VE|1
提名|VC|1
提防|VE|1
提拔|VC|1
提昇|VC|1
提前|VB|1
提倡|VE|1
提振|VC|1
提高到|VC|1
提報給|VD|1
提議|VE|1
揭|VC|1
揭曉|VE|1
揮揮|VC|1
援|Nv|1
援助|VC|1
換人|VA|1
換好|VC|1
換來|VC|1
換穿|VC|1
換新|VC|1
換過來|VB|1
換算成|VG|1
敞篷車|Na|1
敦化北路口|Nc|1
敦化南路口|Nc|1
敦南|Nc|1
敢買|VH|1
散|VH|1
散布|VC|1
散播|VC|1
斑|Na|1
斯斯|Nb|1
普及|VHC|1
普考|Na|1
普林特茲|Nb|1
普普|Nb|1
晴空萬里|VH|1
晴朗|VH|1
晶華|Nb|1
景文高中|Nc|1
景美女中|Nc|1
景氣面|Na|1
景福|Nb|1
景觀|Na|1
暑|Nd|1
智|Na|1
晾|VC|1
替代品|Na|1
期末|Nd|1
期末考|Na|1
期限|Na|1
朝九晚五|VH|1
朝拜|VB|1
朝會|Na|1
棺材|Na|1
棘手|VH|1
椅背|Na|1
棟|Na|1
棒子|Na|1
棒球場|Nc|1
棉被|Na|1
棚|Na|1
款|Na|1
欺騙|VC|1
殘留|Na|1
殘缺|VH|1
殘暴|Nv|1
殘暴|VH|1
殖|Nb|1
氯水|Na|1
港商|Na|1
港劇|Na|1
游完|VA|1
游來游去|VA|1
游到|VCL|1
渲染度|Na|1
湊巧|VH|1
減低|VC|1
減肥池|Na|1
湖光山色|Na|1
湖南人|Na|1
湖南話|Na|1
湍急|VH|1
測定|VC|1
測速器|Na|1
測量|VC|1
測試測試|VC|1
測試器|Na|1
渾|D|1
焦慮症|Na|1
無|D|1
無心|VH|1
無用|VH|1
無助|VH|1
無妨|VH|1
無私|VH|1
無底洞|Na|1
無所不用其極|VH|1
無時無刻|D|1
無神|VH|1
無神論|Na|1
無常|VH|1
無望|VH|1
無菌|VH|1
無義|VH|1
無端|D|1
無遠弗屆|VH|1
無價|VH|1
無緣無故|D|1
無線電台|Nc|1
無論|Cbb|1
無趣|VH|1
無謂|A|1
煮熟|VB|1
牌局|Na|1
猶豫|VK|1
琪|Nb|1
畫冊|Na|1
畫血|Na|1
畫作|Na|1
畫線|VA|1
畫質|Na|1
番|Nf|1
番薯|Na|1
痛恨|VJ|1
痘|Na|1
登|VCL|1
登輝|Nb|1
登機|VA|1
登錄|VC|1
發|DE|1
發|VC|1
發出|VC|1
發出來|VC|1
發布|VE|1
發抖|VA|1
發放|VD|1
發明|Na|1
發炎|VH|1
發青|VH|1
發胖|VH|1
發音|VA|1
發射|VC|1
發展性|Na|1
發掘出來|VB|1
發票|Na|1
發脾氣|VA|1
發照|Na|1
發達|Nv|1
發瘋|VH|1
發酸|VH|1
發燒|VH|1
發還給|VD|1
盜拷|VC|1
短文|Na|1
短期|Na|1
短程|Na|1
短路|VH|1
短髮|Na|1
硬性|A|1
硬著頭皮|VH|1
硬逼|VF|1
硬戰|Na|1
稍稍|D|1
稍嫌|Dfa|1
稅金|Na|1
稅率|Na|1
稀奇|VH|1
稀飯|Na|1
稀鬆平常|VH|1
童|Nb|1
童工|Na|1
童玩|Na|1
童軍|Na|1
等|Na|1
等下|D|1
等候|VK|1
等第|Na|1
等等|D|1
等等等等|VC|1
策動|VF|1
策畫|VC|1
策劃|VF|1
筆|Na|1
筆|P|1
筆名|Na|1
筆劃|Na|1
筆數|Na|1
筆錄|Na|1
答答|D|1
答覆|Na|1
答覆|VE|1
筋骨|Na|1
筑|Na|1
結|Na|1
結|VA|1
結不結婚|VA|1
結伴|D|1
結果|VA|1
結帳|VA|1
結構圖|Na|1
結算|VC|1
結膜炎|Na|1
結論|Na|1
絨布|Na|1
絕|D|1
絕|VH|1
絕大多數|Neqa|1
絕然|VH|1
紫紫|VH|1
紫藤|Na|1
給|D|1
給|VL|1
善心|Na|1
善事|Na|1
腔|Na|1
腎臟|Na|1
舒|VC|1
舒爽|VH|1
舒暢|VH|1
菩薩|Na|1
菠菜|Na|1
華|Na|1
華美|Nb|1
華納威秀|Nc|1
華陰|Nc|1
華陶窯|Nc|1
華爾街|Nc|1
華總|Nc|1
華嚴|Nb|1
著名|VH|1
著想|VI|1
菲力普|Nb|1
菲力普賽金斯|Nb|1
菲勞|Na|1
菲傭|Na|1
菜色|Na|1
菜圃|Nc|1
菜鳥|Na|1
菜單|Na|1
菜農|Na|1
菜籃族|Na|1
虛耗|VC|1
虛榮|VH|1
虛榮心|Na|1
蛛絲馬跡|Na|1
街名|Na|1
街景|Na|1
裁|VC|1
裁判|Na|1
裁決|Nv|1
裁決|VE|1
視|VC|1
視同|VK|1
視覺系|Nc|1
視聽|A|1
評|VC|1
評比|VC|1
評等|VB|1
評語|Na|1
評價|VC|1
詞彙|Na|1
証|Na|1
証照|Na|1
訴求|Na|1
診斷|Nv|1
象腿|Na|1
貼上|VC|1
費|Na|1
費盡|VJ|1
貴庚|Na|1
貴陽大樓|Nc|1
貴賓|Na|1
貴賤|Na|1
買下來|VB|1
買方|Na|1
買去|VC|1
買走|VC|1
買春地|Na|1
買買|VC|1
買賣|Na|1
買錯|VC|1
貶|VC|1
貿易業|Na|1
貿然|VH|1
貸|VD|1
貸放|VD|1
貸款給|VD|1
越戰|Nb|1
超|A|1
超市|Na|1
超白光|Na|1
超好|VC|1
超忙|VH|1
超前|VC|1
超級市場|Na|1
超級盃|Nb|1
超能力|Na|1
超商|Na|1
超商|Nc|1
超爽|VH|1
超速測試器|Na|1
超貸|VC|1
超薄|VH|1
超齡|VH|1
超讚|Nb|1
跑下|VCL|1
跑出|VCL|1
跑走|VA|1
跑進去|VCL|1
跑進來|VCL|1
跑過來|VA|1
跑遍|VCL|1
跌回跌回|VCL|1
跌跌撞撞|VA|1
跛腳|VH|1
軸|Na|1
辜負|VJ|1
辜濂松|Nb|1
逮|VB|1
逮到|VC|1
週|VH|1
週六|Nd|1
週日|Nd|1
週休|Na|1
週休二日|Na|1
週年|Nf|1
週期|Na|1
進一步|A|1
進不了|VC|1
進出口|Nv|1
進出口|VC|1
進去|VCL|1
進攻|VCL|1
進步|Nv|1
進站|VA|1
進帳|Nv|1
進進|VC|1
進階|VA|1
郵寄|VD|1
郵票|Na|1
郵購|VC|1
鄉土|Na|1
鄉巴佬|Na|1
鄉里|Nc|1
鄉鎮市長|Na|1
量|VC|1
鈔票|Na|1
鈍|VH|1
開|Nf|1
開|VB|1
開|VH|1
開上|VC|1
開小伙|Na|1
開小差|VA|1
開不了|VC|1
開天窗|VH|1
開出去|VB|1
開出來|VC|1
開去|VA|1
開好|VC|1
開來|VA|1
開拓|VC|1
開花|VH|1
開南商工|Nc|1
開南商職|Nc|1
開封|Nc|1
開挖|VC|1
開朗|VH|1
開起來|D|1
開創|VC|1
開發中|A|1
開進去|VCL|1
開開|VC|1
開溜|VA|1
開腸破肚|Na|1
開過來|VA|1
開幕|VH|1
開滿|VH|1
開罰單|VB|1
開課|VA|1
開銷|Na|1
開戰|VB|1
開辦|VC|1
開頭|Nd|1
開關|Na|1
間隔|Na|1
間斷|VHC|1
閒事|Na|1
閒話|Na|1
閒錢|Na|1
階段性|Na|1
陽|Na|1
陽台|Na|1
陽奉陰違|VA|1
陽金公路|Nc|1
雅房|Nc|1
雅房制|Na|1
集郵|VA|1
集集線|Nc|1
集體|A|1
雲林|Nc|1
雲海|Na|1
順序|Na|1
順風|VH|1
順理成章|VH|1
順順|VH|1
順順利利|VH|1
順路|VH|1
順境|Na|1
順暢|VH|1
飯票|Na|1
飲水思源|VA|1
黃大洲|Nb|1
黃子佼|Nb|1
黃牛|Na|1
黃包車|Na|1
黃冠泓|Nb|1
黃埔碼頭|Nc|1
黃偉超|Nb|1
黃種人|Na|1
黑烏烏|VH|1
黑盒子|Na|1
黑暗|Na|1
黑頭|Na|1
焢|FW|1
亂七|Na|1
亂叫|VE|1
亂抓|VC|1
亂背|VC|1
亂綁|VC|1
亂說|VE|1
亂墾|VC|1
亂講|VE|1
亂轉|VC|1
債務|Na|1
傳|VE|1
傳回來|VC|1
傳成|VG|1
傳到|VC|1
傳給|VD|1
傳達|VD|1
傳聞|VE|1
傳遞|Nv|1
傳播|Na|1
傾向|VK|1
傾盆大雨|Na|1
傷人|VH|1
傷亡|VH|1
傷成|VG|1
傻傻|VH|1
匯|VD|1
嗎啡|Na|1
嗜|VL|1
嗜血性|Na|1
嗑藥|Na|1
嗚|I|1
嗅|VC|1
嗅覺|Na|1
圓山大飯店|Nc|1
圓形|Na|1
塞滿|VC|1
塑成|VG|1
塑造|VC|1
塑膠袋|Na|1
填充題|Na|1
填系|Nc|1
填填|VC|1
填填填填|VC|1
塌|VH|1
奧克蘭|Nb|1
奧美公關|Nb|1
嫁妝|Na|1
嫁給|VC|1
嫌|Na|1
嫌貧愛富式|Na|1
嫂嫂|Na|1
幹勁|Na|1
幹麼|VA|1
廉恥|Na|1
廉價|VH|1
徬徨|VH|1
微妙|VH|1
微恙|VH|1
微量|VH|1
微微的|A|1
愚人節|Nd|1
愚忠|VH|1
意味|Na|1
意味|VK|1
意想不到|VK|1
慈|VH|1
慈父|Na|1
慈幼社|Nc|1
慈青社|Nc|1
慈祥|VH|1
感人|VH|1
感不到|VK|1
感化|VC|1
感到|VK|1
感染到|VJ|1
感恩|VI|1
感情用事|VH|1
感慨|VE|1
感傷|VK|1
感興趣|VI|1
感應到|VC|1
感覺出來|VK|1
感觸|Na|1
想不出|VE|1
想不出來|VE|1
想不透|VE|1
想來|D|1
想起|VE|1
想通|VH|1
想逛|VC|1
想像力|Na|1
想像成|VG|1
想盡|VJ|1
想說|Dk|1
愛丁堡|Nc|1
愛林|Nb|1
愛染|VC|1
愛國西|Nb|1
愛國西路口|Nc|1
惹|VC|1
愁眉苦臉|VH|1
慎選|VC|1
愧對|VJ|1
搞|VB|1
搞出|VC|1
搞垮|VC|1
搞搞|VC|1
搞壞|VC|1
搭不上|VC|1
搭船|VA|1
搭載|VC|1
搬上|VC|1
搬去|VCL|1
搬回|VCL|1
搬回來|VB|1
搬來|VCL|1
搬來搬去|VA|1
搬動|VC|1
搬過去|VC|1
搏鬥|VA|1
搜尋|Nv|1
搜尋|VC|1
損友|Na|1
損失|VJ|1
損傷|Na|1
損傷|VJ|1
搶人|Na|1
搶手|VH|1
搶收|VC|1
搶眼|VH|1
搖滾|Na|1
敬|VJ|1
敬而遠之|VI|1
斟酌|VC|1
新天地|Na|1
新手|Na|1
新片|Na|1
新生南北路|Nc|1
新光醫院|Nc|1
新式|A|1
新竹市|Nc|1
新竹商|Na|1
新竹商銀|Nc|1
新竹縣長|Na|1
新秀|Na|1
新亞國小|Nc|1
新命|Na|1
新店市|Nc|1
新版|Na|1
新社|Nc|1
新政|Na|1
新政府|Na|1
新埔|Nc|1
新書|Na|1
新氣象|Na|1
新浪獅|Nb|1
新消息|Na|1
新高|VH|1
新嫁娘|Na|1
新意|Na|1
新聞e點靈|Nb|1
新聞人|Na|1
新聞界|Nc|1
新聞處|Nc|1
新聞網址|Na|1
新蓋|VC|1
新學友|Nb|1
新穎|VH|1
新興|A|1
新聲|Na|1
新鮮人|Na|1
新鮮感|Na|1
新歡|Na|1
暗|D|1
暗示|Na|1
暗地|D|1
暗色|Na|1
暗流|Nc|1
暗殺|VC|1
暈倒|VH|1
暈暈|VH|1
暖流|Na|1
暖暖|Nc|1
會|VA|1
會車|VA|1
會服|Na|1
會穿|VC|1
會員卡|Na|1
會務|Na|1
會通|VC|1
會報|Na|1
會貼|VC|1
業界|Na|1
業務人|Na|1
業餘|A|1
楚楚可憐|VH|1
楷|Na|1
極|Dfa|1
極力|D|1
極限|Na|1
極速|Na|1
極點|Nc|1
椰|Na|1
椰子樹|Na|1
概算|Na|1
概說|Na|1
概論|Na|1
楊梅人|Na|1
楊麗花|Nb|1
楣|Nb|1
歇歇腳|VA|1
歲月|Na|1
歲時|Na|1
毀|VC|1
毀滅|VC|1
源自|VJ|1
溝|Na|1
溝子口|Na|1
溝通|Na|1
滅國|VAC|1
滅掉|VC|1
滅絕|VC|1
溥|Nb|1
溼|VH|1
溺|VA|1
溫布頓|Nc|1
溫室|Nc|1
溫泉區|Nc|1
溫智先|Nb|1
溫馨|VH|1
滑溜|VH|1
滑稽|VH|1
準備|Nv|1
溜|VA|1
溜到|VCL|1
溜溜|VH|1
滔滔不絕|VH|1
溪水|Na|1
煩惱|Na|1
煩熱|VH|1
煩躁|VH|1
煉獄|Nc|1
照|D|1
照一照|Na|1
照常|VH|1
照照|VC|1
照道理講|Dk|1
照賭|VA|1
照應|VC|1
照講|VE|1
煞車|Na|1
爺|Na|1
瑜|Nb|1
當上|VG|1
當之無愧|VH|1
當地話|Na|1
當事者|Na|1
當是|VK|1
當面|D|1
當真|VH|1
當機|VH|1
當選|VG|1
當歸|Na|1
畸形|VH|1
痰|Na|1
盟|Na|1
睹|VC|1
睜|VC|1
矮|VH|1
碎肉|Na|1
碰碰車|Na|1
碰撞|VA|1
碗盤|Na|1
禁用|VC|1
禁煙|VA|1
萬一|Neqa|1
萬一萬一|Neu|1
萬人迷|Na|1
萬事|Na|1
萬物|Na|1
萬客隆|Nb|1
萬華區|Nc|1
萬寧藥局|Nb|1
窟窿|Na|1
節|Nd|1
節哀順變|VH|1
節稅|VA|1
節節|D|1
節慶|Na|1
經看|VH|1
經商|VA|1
經得起|VJ|1
經貿園區|Nc|1
經傳|Na|1
經歷|Nv|1
經濟部|Nc|1
經濟部長|Na|1
經濟部國營會|Nc|1
經變|Na|1
經驗談|Na|1
綑|Nf|1
綑|VC|1
置身|VCL|1
罩|Na|1
罩|VC|1
罪人|Na|1
義大利式|A|1
義氣|Na|1
義演|VC|1
義賣|VC|1
聖女貞德|Nb|1
聖心|Nb|1
聖心女中|Nc|1
聖經密碼|Nb|1
聖誕節|Nd|1
聖戰|Na|1
聘用|VC|1
聘任|VF|1
聘金|Na|1
腰酸背痛|VH|1
腸|Na|1
腮|Na|1
腳色|Na|1
腳底|Na|1
腳程|Na|1
腳踝|Na|1
腳踏實地|VH|1
腹水|Na|1
腦內|Na|1
腦神經|Na|1
腦部|Nc|1
舅媽|Na|1
艇|Na|1
落|VA|1
落入|VCL|1
落水|VA|1
落在|VCL|1
落差|Na|1
落淚|VA|1
落落長|Na|1
落選|VH|1
葡萄|Na|1
號|VG|1
號誌|Na|1
補上|VC|1
補充|VC|1
補回|VC|1
補助|Na|1
補助金|Na|1
補助費|Na|1
補完|VC|1
補東牆|VA|1
補修|VC|1
補眠|VA|1
補救|Nv|1
補救|VC|1
補教業|Na|1
補習|Nv|1
補貼|VD|1
補進|VC|1
裝|VF|1
裝出來|VB|1
裝成|VG|1
裝貨|VA|1
裝置|VC|1
裝飾|VC|1
裝潢|VC|1
裝機|VA|1
裕隆|Nb|1
解放|VC|1
解剖|VC|1
解得|VC|1
解答|VC|1
解嚴|VA|1
解釋成|VG|1
解讀|VC|1
解體|Nv|1
解體|VB|1
詳加|D|1
試槍|Na|1
試管嬰兒|Na|1
試聽|VC|1
試驗場|Nc|1
誠|VH|1
誠泰銀行|Nc|1
話本|Na|1
話說|Dk|1
詢|VE|1
賊|Na|1
賊|VH|1
資|VL|1
資本|Na|1
資助|Nv|1
資深|VH|1
資管|Na|1
賄賂|VC|1
跡象|Na|1
跟去|VA|1
跟到|VCL|1
跟監|VC|1
跨入|VCL|1
跨出|VCL|1
跨過來|VA|1
跨過跨過|VCL|1
路途|Na|1
路邊攤|Nc|1
跳下|VCL|1
跳下來|VA|1
跳回|VCL|1
跳空|VH|1
跳級|Nv|1
載|Nf|1
載入|VC|1
農人|Na|1
農作物|Na|1
農村|Na|1
農家|Nc|1
農曆|Na|1
農曆年|Nd|1
運動|VA|1
運動員|Na|1
運動選手|Na|1
運輸|Nv|1
運輸|VC|1
運輸機|Na|1
運輸類|Na|1
運轉|VAC|1
遊山玩水|VA|1
遊玩|VA|1
遊說|VF|1
遊樂設施|Na|1
遊樂場|Nc|1
遊覽|VCL|1
道出|VE|1
道別|VB|1
道奇|Nb|1
道高一尺魔高一丈|S|1
道教|Nb|1
道路車|Na|1
道歉|VB|1
道德教育|Na|1
達拉斯|Nc|1
逼到|VF|1
逼迫|VF|1
違紀|VH|1
違規|Nv|1
過|D|1
過|P|1
過|VH|1
過不了|VJ|1
過日子|VA|1
過水|VB|1
過半數|VH|1
過完|VJ|1
過季|VH|1
過於|Dfa|1
過度|Dfa|1
過問|VC|1
過得去|VH|1
過敏原|Na|1
過渡期|Na|1
過猶不及|VH|1
過癮|VH|1
遍|Neqa|1
遍布|VH|1
鉛|Na|1
鉤心鬥角|VA|1
鈴|Na|1
鉅額|Na|1
隔|Nv|1
隔天|Nd|1
隔間|Na|1
雍正|Nd|1
雷|Nb|1
雷達|Na|1
雷聲大雨點小|S|1
電子化|VHC|1
電子科|Na|1
電子島|Na|1
電子琴|Na|1
電池|Na|1
電車|Na|1
電玩|Na|1
電信局|Nc|1
電信管南區管理處|Nc|1
電扇|Na|1
電訪|VB|1
電通|Nb|1
電視劇|Na|1
電視機|Na|1
電腦展|Na|1
電腦業|Na|1
電腦課|Na|1
電腦類|Na|1
電話費|Na|1
電影街|Na|1
電影資訊料館|Nc|1
電器|Na|1
電機系|Nc|1
電機科|Nc|1
電聯車|Na|1
零用錢|Na|1
零星|VH|1
零售|Nv|1
零售|VC|1
零點二零點三|Neu|1
零點零幾|Neu|1
預|Na|1
預先|D|1
預估|VE|1
預告|VE|1
預告片|Na|1
預言家|Na|1
預防|Nv|1
預定地|Na|1
預設|VC|1
預備|Nv|1
預期|Na|1
預測|VE|1
預想到|VE|1
預謀|VF|1
頑童|Na|1
頓時|D|1
頒|VD|1
頒給|VD|1
飽|VC|1
飾品|Na|1
鼎沸|VH|1
鼎鼎大名|VH|1
鼓|VC|1
鼓吹|VE|1
鼓起|VC|1
鼓隊花棒|Na|1
鼓舞|Nv|1
像|D|1
僑銀行|Nc|1
僱用|VC|1
劃分為|VG|1
劃位|VA|1
劃掉|VC|1
厭|VJ|1
厭煩|VK|1
嘆為觀止|VH|1
團|Nb|1
團|Nf|1
團員|Na|1
團康|Na|1
團體性|Na|1
圖書館學|Na|1
塵世|Nc|1
境|Na|1
境遇|Na|1
夢魘|Na|1
寡言|VH|1
實|Na|1
實用|VH|1
實例|Na|1
實況|Na|1
實現出來|VB|1
實幹|VH|1
實實|VH|1
實際面|Na|1
實踐國中|Nc|1
實驗|VE|1
實驗性|Na|1
實體|Na|1
寢|VA|1
察言觀色|VA|1
對中|VJ|1
對坐|VA|1
對角線|Na|1
對味|VH|1
對岸|Nc|1
對待|Nv|1
對待法|Na|1
對換|VB|1
對等|A|1
對話|VA|1
對罵|VA|1
對談|VA|1
對應|VC|1
對邊|Na|1
幣制|Na|1
幕|Na|1
幕|Nf|1
彰銀儲蓄部|A|1
慷|VJ|1
慷慨|VH|1
慢半拍|VH|1
慢性|A|1
慢球|Na|1
慢跑|VA|1
慣|VC|1
慣性|Na|1
慘重|VH|1
慘跌|VH|1
截止|VH|1
截然不同|VH|1
撇|VC|1
撤回來|VB|1
撤退|VA|1
撤掉|VC|1
撤僑|VA|1
摻|VC|1
敲定|VE|1
旗|Na|1
暢通|VHC|1
榜|Na|1
槁|Nb|1
榮民|Na|1
榮景|Na|1
榮譽感|Na|1
槓|Nb|1
構|Na|1
構想|Na|1
構圖|VA|1
榻榻米|Na|1
槍手|Na|1
槍枝|Na|1
槍械|Na|1
歌謠|Na|1
歌藝|Na|1
漳州|Nc|1
演好|VC|1
演完|VC|1
演技|Na|1
演唱|Nv|1
演藝圈|Nc|1
滾|VA|1
滴|Nf|1
漏|VH|1
漏洞|Na|1
漏稅|VA|1
漂不漂亮|VH|1
漂漂亮亮|VH|1
漢|Nd|1
漢人|Na|1
漢中|Nc|1
漢文|Na|1
漢語|Na|1
滿洲國|Nc|1
滿清|Nb|1
滿貫|VH|1
滿意|Nv|1
滿賺|VC|1
滯留|VA|1
漆上|VC|1
漲停板|Na|1
漲潮|VA|1
漫步|VA|1
漫長|VH|1
滲透到|VJ|1
滷|VC|1
煽動|Nv|1
爾|Nb|1
犒賞|VC|1
瑪莉|Nb|1
瑪麗亞|Nb|1
甄試甄試|Na|1
甄選|VC|1
疑似|VG|1
盡|D|1
盡力而為|VA|1
盡心|VH|1
盡到|VJ|1
監考官|Na|1
監理處|Nc|1
監察監察|VC|1
監獄|Nc|1
瞄|VC|1
睡好|VA|1
睡相|Na|1
睡意|Na|1
睡醒|VH|1
睡覺課|Na|1
磁場|Nc|1
磁鐵|Na|1
碩|Nb|1
福州話|Na|1
福利社|Nc|1
福利站|Nc|1
福和|Nb|1
福岡|Nc|1
福馬林|Na|1
福報|Na|1
福智文教基金會|Nb|1
福華|Nb|1
福德國小|Nc|1
禍|Na|1
禍延|VJ|1
種|Na|1
種戶|Na|1
種原|Na|1
